上	IdA.IdA	i:ida
𥎓	XsXIMKKdAJUa.XsJU	xsju
𥎔	XsXIMGqI.XsGI	xsgi
𥎕	XsXIMLdHmS.XsHS	xshs
𥎖	XsXIMAOLiOsOsOsOs.XsOO	xsoo
𥎗	XsXIMNbAZAIdO.XsIO	xsio
𥎘	XsXIMFvGl.XsFG	xsfg
𥎙	XsXIMKiWzL.XsWL	xswl
𥎚	XsXIMEaJOdUdB.XsUB	xsub
𥎛	XsXIMHJIALo.XsAL	xsal
𥎜	XsXIMLdKoBdOd.XsBO	xsbo
𥎝	XsXIMMbRdMbRdLo.XsRL	xsrl
𥎞	XsXIMBdOdBdOdLo.XsOL	xsol
𥎟	XsXIMMoSuKEd.XsKE	xske
𥎠	XsXIMRLkRyI.XsRI	xsri
𥎡	XsXIMLLNi.XsLN	xsln
𥎢	XsXIMFWwFFUo.XsFU	xsfu
𥎣	XsXIMWoNbZd.XsNZ	xsnz
𥎤	XsXIMNbWwLdAXFFGdUo.XsGU	xsgu
𥎥	XsXIMSNbWwLdAXFFGdUo.XsGU	xsgu
𥎦	GgMa.GgMa	ggma
𥎧	MaEd.MaEd	maed
𥎩	IiMa.IiMa	iima
𥎪	MaMo.MaMo	mamo
𥎫	YdYdMa.YdYM	ydym
𥎬	MaRrRr.MaRR	marr
𥎭	MaK.MaK	mak
𥎮	MaPdXs.MaPX	mapx
𥎯	MaRo.MaRo	maro
𥎰	MaBZs.MaBZ	mabz
𥎳	MaZy.MaZy	mazy
𥎴	MaKi.MaKi	maki
𥎵	MaAiJ.MaAJ	maaj
𥎶	MaL.MaL	mal
𥎷	MaNk.MaNk	mank
𥎸	MaSZZs.MaZZ	mazz
𥎹	MaHb.MaHb	mahb
𥎺	MaVRd.MaVR	mavr
𥎻	PyMa.PyMa	pyma
𥎼	IiGgMa.IiGM	iigm
𥎽	MaLlGd.MaLG	malg
𥎾	MaRGgYyb.MaGY	magy
𥎿	MaJAD.MaAD	maad
𥏀	OdOdOdMa.OdOM	odom
𥏂	OdOdGgMa.OdGM	odgm
𥏃	MaJBdZ.MaBZ	mabz
𥏄	MaANk.MaAN	maan
𥏅	MaKEd.MaKE	make
𥏆	MaNl.MaNl	manl
𥏇	UbMa.UbMa	ubma
𥏈	QdAZZsMa.QdZM	qdzm
𥏉	SRrRrMa.SRRM	srrm
𥏊	MaYtYt.MaYY	mayy
𥏋	MbRdMa.MbRM	mbrm
𥏌	MaMbRd.MaMR	mamr
𥏍	MaRsJ.MaRJ	marj
𥏎	MaYMB.MaMB	mamb
𥏏	HMaJXs.HMJX	hmjx
𥏐	MaMfQd.MaMQ	mamq
𥏑	RrMaZsRS.RrRS	rrrs
𥏒	MaBiX J.MaXJ	maxj
𥏓	MaKE.MaKE	make
𥏔	MaSe.MaSe	mase
𥏕	MaWdGdZs.MaGZ	magz
𥏖	MaZsMa.MaZM	mazm
𥏗	MaMfYM.MaYM	maym
𥏘	MaXmZiZi.MaZZ	mazz
𥏙	MaUbYyb.MaUY	mauy
𥏚	RrMaXbLi.RrXL	rrxl
𥏜	MaGdAiJ.MaAJ	maaj
𥏝	MaBz.MaBz	mabz
𥏞	MaXsXsXsXs.MaXX	maxx
𥏟	MaKvLd.MaKL	makl
𥏠	MaNjEd.MaNE	mane
𥏡	MaSuZm.MaSZ	masz
𥏢	MaGdUdAEd.MaAE	maae
𥏣	MaGdUb.MaGU	magu
𥏤	MaGdUdBdZ.MaBZ	mabz
𥏥	MaIdKEd.MaKE	make
𥏦	MaLBdZ.MaBZ	mabz
𥏧	MaJOdB.MaOB	maob
𥏨	MaLdBJ.MaBJ	mabj
𥏩	MaYzPs.MaYP	mayp
𥏪	MaRrRrNk.MaRN	marn
𥏫	MaKARyOd.MaRO	maro
𥏬	KARyOdMa.KAOM	kaom
𥏭	MaEaZF.MaZF	mazf
𥏮	MaSuK.MaSK	mask
𥏯	MaJKEd.MaKE	make
𥏰	XmaBMaRr.XmaR	xmar
𥏱	MaMeKB.MaKB	makb
𥏲	MaOdXmJ.MaXJ	maxj
𥏳	FOdOdZsMa.FOZM	fozm
𥏴	MaJEaBdZ.MaBZ	mabz
𥏵	MaRhYmKi.MaYK	mayk
𥏶	RrMaMfZm.RrMZ	rrmz
𥏷	BNkRrMa.BNRM	bnrm
𥏸	MaLlAJUa.MaJU	maju
𥏹	MaSJLd.MaJL	majl
𥏺	MaUcBi.MaUB	maub
𥏻	MaMaKARyOd.MaRO	maro
𥏼	MaJNkBdZ.MaBZ	mabz
𥏽	MaIhMUa.MaMU	mamu
𥏾	MaJPdaBdZ.MaBZ	mabz
𥏿	MaXdJ.MaXJ	maxj
𥐀	MaEcPd.MaEP	maep
𥐁	MaKuUc.MaKU	maku
𥐂	IdAMaKLdZs.IdLZ	idlz
𥐃	MaIi⑤BdZ.MaBZ	mabz
𥐄	UaKuKMa.UaKM	uakm
𥐅	MaUaKuK.MaKK	makk
𥐆	MaAJUaUb.MaUU	mauu
𥐇	MaAJUaXo.MaUX	maux
𥐈	MaUfZmMo.MaZM	mazm
𥐉	XoMaAJUa.XoJU	xoju
𥐊	MaNkSyMo.MaSM	masm
𥐋	MaAJUaEOs.MaEO	maeo
𥐍	MaAJUaAJUa.MaJU	maju
𥐎	MaFvGl.MaFG	mafg
𥐏	MaAJUaXmYJ.MaYJ	mayj
𥐐	MaAJUaSRdJRh.MaJR	majr
𥐑	MaLoLoZm.MaLZ	malz
𥐒	MaAJUaLw.MaUL	maul
𥐓	MaEJJNi.MaJN	majn
𥐔	MaAJUaXdJ.MaXJ	maxj
𥐕	GZ.GZ	gzvv
𥐖	GAJ.GAJ	gaj
𥐗	GYyb.GYyb	gyyb
𥐘	GgBdJ.GgBJ	ggbj
𥐙	GO.GO	govv
𥐚	GId.GId	gid
𥐛	GYd.GYd	gyd
𥐜	GQy.GQy	gqy
𥐝	GRyS.GRS	grs
𥐞	GSh.GSh	gsh
𥐟	GSOs.GSOs	gsos
𥐠	GQyS.GQS	gqs:gqya
𥐢	GLl.GLl	gll
𥐣	GNd.GNd	gnd
𥐤	GOdZ.GOZ	goz
𥐥	GMQd.GMQd	gmqd
𥐦	GYy.GYy	gyy
𥐧	GE.GE	gevv
𥐨	GYi.GYi	gyi
𥐩	GRyBd.GRBd	grbd:grtd
𥐪	GGdZs.GGZs	ggzs
𥐬	GMy.GMy	gmy
𥐭	GMaEd.GMEd	gmed
𥐮	GXmS.GXS	gxs
𥐯	GBdZs.GBZs	gbzs
𥐰	GHOs.GHOs	ghos
𥐱	GWwQd.GWQd	gwqd
𥐲	GMQda.GMQd	gmqd
𥐳	GBiX .GBX	gbx
𥐴	GGi.GGi	ggi
𥐵	GHRd.GHRd	ghrd
𥐶	GGr.GGr	ggr
𥐷	GRyMS.GRMS	grms
𥐸	GZsRd.GZRd	gzrd
𥐹	GBdNd.GBNd	gbnd
𥐺	GAZZs.GAZZ	gazz
𥐻	GLd.GLd	gld
𥐽	GMh.GMh	gmh
𥐾	GRyZs.GRZs	grzs
𥐿	GTdEd.GTEd	gted
𥑀	GWwRd.GWRd	gwrd
𥑁	GYia.GYia	gyia
𥑂	GEdXs.GEXs	gexs
𥑃	GSId.GSId	gsid
𥑄	GBYda.GBYd	gbyd
𥑅	GMaQy.GMQy	gmqy
𥑆	GYmJ.GYJ	gyj
𥑇	GMbOd.GMOd	gmod
𥑈	GTgAi.GTAi	gtai
𥑉	GGgYyb.GGYy	ggyy
𥑊	GXmXs.GXXs	gxxs
𥑋	GXsB.GXB	gxb
𥑌	GZmXs.GZXs	gzxs
𥑍	GUb.GUb	gub
𥑎	GLd.GLd	gld
𥑏	GJOs.GJOs	gjos
𥑐	GKib.GKib	gkib
𥑑	GZZsYm.GZZY	gzzy
𥑒	GOdKo.GOKo	goko
𥑔	GPs.GPs	gps
𥑕	GGdXsS.GGXS	ggxs
𥑖	GWzM.GWM	gwm
𥑗	GBdZmS.GBZS	gbzs
𥑘	GBdKo.GBKo	gbko
𥑙	BiYmG.BiYG	biyg
𥑛	GGdJ.GGJ	ggj
𥑜	GGiA.GGA	gga
𥑝	GXKv.GXKv	gxkv
𥑞	GLdGd.GLGd	glgd
𥑟	BWwG.BWG	bwg
𥑠	GEb.GEb	geb
𥑡	GFS.GFS	gfs
𥑢	GGdLi.GGLi	ggli
𥑤	GKia.GKia	gkia
𥑥	GMc.GMc	gmc
𥑦	McG.McG	mcg
𥑧	NDsG.NDG	ndg
𥑪	GRyZOs.GRZO	groz:grzo
𥑫	GWo.GWo	gwo
𥑬	GQQA.GQQA	gqqa
𥑭	GHX.GHX	ghx
𥑮	GEdJ.GEJ	gej
𥑯	GWwLdZ.GWLZ	gwlz
𥑰	GGdBi.GGBi	ggbi
𥑱	BiYdG.BiYG	biyg
𥑲	GKA.GKA	gka
𥑳	GHmGd.GHGd	ghgd
𥑴	GSRh.GSRh	gsrh
𥑵	GMY.GMY	gmy:gnx
𥑶	GCk.GCk	gck
𥑷	GKOd.GKOd	gkod
𥑸	GPy.GPy	gpy
𥑹	GGdBdZ.GGBZ	ggbz
𥑺	GUaZi.GUZi	guzi
𥑻	GMbRd.GMRd	gmrd
𥑼	NHmG.NHG	nhg
𥑽	GPdYia.GPYi	gpyi
𥑾	GEdE.GEE	gee
𥑿	GGdQ.GGQ	ggq
𥒀	GVAD.GVAD	gvad
𥒁	GVdNd.GVNd	gvnd
𥒂	GARsKd.GARK	gark
𥒃	GBYi.GBYi	gbyi
𥒄	GUf.GUf	guf
𥒅	GAJOs.GAJO	gajo
𥒆	GUaGd.GUGd	gugd
𥒇	GWdZm.GWZm	gwzm
𥒈	GWdMHd.GWMH	gwmh
𥒉	GYtYt.GYYt	gyyt
𥒊	GRsJ.GRJ	grj
𥒋	GMaEdZi.GMEZ	gmez
𥒌	GMLka.GMLk	gmlk
𥒍	GRYia.GRYi	gryi
𥒎	GHm.GHm	ghm
𥒏	GKOs.GKOs	gkos
𥒐	BBG.BBG	bbg
𥒑	GAMc.GAMc	gamc
𥒒	GGdIdB.GGIB	ggib
𥒓	GHb.GHb	ghb
𥒔	GYIi.GYIi	gyii
𥒕	GNl.GNl	gnl
𥒖	GPdAJ.GPAJ	gpaj
𥒗	GPvZs.GPZs	gpzs
𥒘	GRyK.GRK	grk
𥒙	GQmRyS.GQRS	gqrs
𥒚	GRyOsZi.GROZ	groz
𥒜	GTdKv.GTKv	gtkv
𥒞	GUc.GUc	guc
𥒟	VYybG.VYG	vyg
𥒡	GXKvA.GXKA	gxka
𥒢	GYdYdYd.GYYY	gyyy
𥒣	GXsGdZs.GXGZ	gxgz
𥒤	GZdLl.GZLl	gzll
𥒥	GRsRs.GRRs	grrs
𥒦	GBYi.GBYi	gbyi
𥒧	GXsIi.GXIi	gxii
𥒨	GOdU.GOU	gou
𥒪	GWdMb.GWMb	gwmb
𥒫	GPvYa.GPYa	gpya
𥒬	GWdF.GWF	gwf
𥒭	GJi.GJi	gji
𥒮	GXmMh.GXMh	gxmh
𥒯	FGB.FGB	fgb
𥒰	GFb.GFb	gfb
𥒱	GAEPd.GAEP	gaep
𥒲	GZsMa.GZMa	gzma
𥒳	WdGSQd.WdSQ	wdsq
𥒴	GEZOd.GEZO	geoz:gezo
𥒵	GJYia.GJYi	gjyi
𥒶	GMZ.GMZ	gmz
𥒷	GCiY.GCY	gcy
𥒸	GDVS.GDVS	gdvs
𥒹	GTgBS.GTBS	gtbs
𥒺	GBWz.GBWz	gbwz
𥒻	GJYmKd.GJYK	gjyk
𥒼	GIiKo.GIKo	giko
𥒽	BiYdaBiG.BiBG	bibg
𥒾	GBiX J.GBXJ	gbxj
𥒿	GIiAYm.GIAY	giay
𥓀	GLRr.GLRr	glrr
𥓁	GNjOs.GNOs	gnos
𥓂	GOdAXJ.GOXJ	goxj
𥓃	GRsF.GRF	grf
𥓄	GKB.GKB	gkb
𥓅	GJNj.GJNj	gjnj
𥓆	GXsG.GXG	gxg
𥓇	RsIiG.RsIG	rsig
𥓈	GEdEEd.GEEE	geee
𥓉	GHmY.GHY	ghy
𥓊	FPdG.FPG	fpg
𥓋	GNbRd.GNRd	gnrd
𥓌	GUcRd.GURd	guz:gurd
𥓍	IdAKoXsG.IdXG	idxg
𥓎	GWmGdS.GWGS	gwgs
𥓏	GXbKv.GXKv	gxkv
𥓐	GAXbIi.GAXI	gaxi
𥓒	GRyNb.GRNb	grnb
𥓓	GKiMEd.GKME	gkme
𥓔	GMfZm.GMZm	gmzm
𥓕	GPvMB.GPMB	gpmb
𥓖	GKF.GKF	gkf
𥓗	GZsZsZsBd.GZZB	gzzb
𥓘	GKRyOd.GKRO	gkro
𥓙	FFG.FFG	ffg
𥓚	GIh.GIh	gih
𥓜	GFOdOd.GFOO	gfoo
𥓝	GFK.GFK	gfk
𥓞	GXKvZi.GXKZ	gxkz
𥓟	GHJLi.GHJL	ghjl
𥓠	GAJLd.GAJL	gajl
𥓡	GKoLd.GKLd	gkld
𥓢	GIiIi.GIIi	giii
𥓤	GLlRy.GLRy	glry
𥓥	GKK.GKK	gkk
𥓧	MbMbG.MbMG	mbmg
𥓨	GAEMd.GAEM	gaem
𥓩	GBG.GBG	gbg
𥓪	GBOB.GBOB	gbob
𥓫	GHbKd.GHKd	ghkd
𥓬	HbKdG.HbKG	hbkg
𥓭	GMYEd.GMYE	gmye:gned
𥓮	GRyMaEdZi.GREZ	grez
𥓯	GSRySy.GSRS	gsrs
𥓰	GWoYz.GWYz	gwyz
𥓱	GZdAIi.GZAI	gzai
𥓲	GZdKi.GZKi	gzki
𥓳	GOiXi.GOXi	goxi
𥓴	GSyMo.GSMo	gsmo
𥓵	GTgRhS.GTRS	gtrs
𥓶	GRsKi.GRKi	grki
𥓷	GTgXOd.GTXO	gtxo
𥓸	GWtPd.GWPd	gwpd
𥓹	GEMbOd.GEMO	gemo
𥓺	XsXIMMoG.XsMG	xsmg
𥓻	GOsZiRdRs.GORR	goor:gorr
𥓼	GHXF.GHXF	ghxf
𥓽	GIiRrF.GIRF	girf
𥓾	GAEdNb.GAEN	gaen:gmnb
𥓿	GGdBiQ.GGBQ	ggbq
𥔀	GRyS.GRS	grs
𥔁	GAJKi.GAJK	gajk
𥔂	GUBdRs.GUBR	gubr
𥔃	GHmAZm.GHAZ	ghaz
𥔄	GNbB.GNB	gnb
𥔅	GKiOdNd.GKON	gkon
𥔆	GJdOdOdOd.GJOO	gjoo
𥔇	GGdRsJ.GGRJ	ggrj
𥔈	GGgSe.GGSe	ggse
𥔊	GYyHb.GYHb	gyhb
𥔋	GKLka.GKLk	gklk
𥔌	GHKZm.GHKZ	ghkz
𥔍	GMfUo.GMUo	gmuo
𥔎	GSUdAiJ.GSAJ	gsaj
𥔏	CiKiG.CiKG	cikg
𥔐	GGdSLka.GGSL	ggsl
𥔑	GWdUoXs.GWUX	gwux
𥔒	GWwBdRdDs.GWRD	gwrd
𥔓	GEdJQ.GEJQ	gejq
𥔔	GXmUf.GXUf	gxuf
𥔕	GGUo.GGUo	gguo
𥔖	GFjZm.GFZm	gfzm
𥔗	GLlGl.GLGl	glgl
𥔘	GKLdZs.GKLZ	gklz
𥔙	GERsYyb.GERY	gery
𥔚	GOdFk.GOFk	gofk
𥔛	GPvAGdXs.GPGX	gpgx
𥔜	GMfK.GMK	gmk
𥔞	GOYdLka.GOYL	goyl
𥔟	GNkF.GNF	gnf
𥔠	GPdRhJ.GPRJ	gprj
𥔡	GMfK.GMK	gmk
𥔢	GNbOd.GNOd	gnod
𥔣	GUcZm.GUZm	guzm
𥔤	GXmEaO.GXEO	gxeo
𥔥	GZdJdRs.GZJR	gzjr
𥔦	GGiLka.GGLk	gglk
𥔧	GMeKB.GMKB	gmkb
𥔨	GKvG.GKG	gkg
𥔩	GRoG.GRG	grg
𥔪	GZsZsZsNd.GZZN	gzzn
𥔬	GXJMb.GXJM	gxjm
𥔭	GKoLo.GKLo	gklo
𥔮	GIhSo.GISo	giso
𥔯	GWJdJ.GWJJ	gwjj
𥔰	GPqRyS.GPRS	gprs
𥔱	GWmYtYt.GWYY	gwyy
𥔲	GJJBdZ.GJBZ	gjbz
𥔳	BWwAGQx.BWGQ	bwgq
𥔴	GMcG.GMG	gmg
𥔵	GEZZsZZs.GEZZ	gezz
𥔶	GUcRdZs.GURZ	gurz:guzz
𥔷	GTgEaLi.GTEL	gtel
𥔸	GEaOU.GEOU	geou
𥔹	GANlRs.GANR	ganr
𥔺	GPvWwEdXs.GPEX	gpex
𥔻	WsKicG.WsKG	wskg
𥔼	BWwAQxG.BWQG	bwqg
𥔽	GEOdAJ.GEAJ	geaj
𥔾	GEShNd.GESN	gesn
𥔿	GPvNb.GPNb	gpnb
𥕀	GOZsYtYt.GOYY	goyy
𥕁	GSoCe.GSCe	gsce
𥕂	GVOdQ.GVOQ	gvoq
𥕃	GZsZsZsUo.GZZU	gzzu
𥕄	GBKB.GBKB	gbkb
𥕅	GWoLc.GWLc	gwlc
𥕆	GMfMf.GMMf	gmmf
𥕇	GHLlJdOs.GHJO	ghjo
𥕈	GWPdARs.GWAR	gwar
𥕉	GGgEaK.GGEK	ggek
𥕊	GEGdE.GEGE	gege
𥕋	GNbXs.GNXs	gnxs
𥕌	GFkPd.GFPd	gfpd
𥕍	GKjZm.GKZm	gkzm
𥕎	GTgXbKv.GTXK	gtxk
𥕏	GJdHmJA.GJJA	gjja
𥕐	GSULd.GSUL	gsul
𥕑	GIhLc.GILc	gilc
𥕒	GTgEaK.GTEK	gtek
𥕓	GEKGd.GEKG	gekg
𥕔	GRoS.GRS	grs
𥕕	GIhMUa.GIMU	gimu
𥕖	GSJYaY.GSYY	gsyy
𥕗	ELkWwG.ELWG	elwg:iawg
𥕘	GZdKF.GZKF	gzkf
𥕙	GSMcG.GSMG	gsmg
𥕚	GUoUoYEd.GUYE	guye
𥕛	GEcB.GEB	geb
𥕜	GEWdBdRd.GEBR	gebr
𥕝	GUfG.GUG	gug
𥕞	GSuKEd.GSKE	gske
𥕟	GXmFv.GXFv	gxfv
𥕠	GGgKKZ.GGKZ	ggkz
𥕡	GCeRhMY.GCMY	gcmy
𥕢	GEKkK.GEKK	gekk
𥕣	GOiKADs.GOAD	goad
𥕤	GUcLka.GULk	gulk
𥕥	GHJJJ.GHJJ	ghjj
𥕦	GSRdJRh.GSJR	gsjr
𥕧	GEaWwLi.GEWL	gewl
𥕨	GXIiI.GXII	gxii
𥕪	GEBdOdYa.GEOY	geoy
𥕫	GPdIdLo.GPIL	gpil
𥕬	GPvMaAIi.GPAI	gpai:gpei:gpmi
𥕭	NbOsOsG.NbOG	nbog
𥕮	GSOsZiLdZs.GSLZ	gslz
𥕯	GWdNANk.GWAN	gwan
𥕰	GIhKu.GIKu	giku
𥕱	GBJUPd.GBUP	gbup
𥕲	GGgUaZiRo.GGZR	ggzr
𥕳	GgUaZiRoG.GgRG	ggrg
𥕴	GGdUdKKo.GGKK	ggkk
𥕵	GAICeMo.GACM	gacm:gxcm
𥕶	GEcPd.GEPd	gepd
𥕷	GGlGl.GGGl	gggl
𥕸	GKCeXs.GKCX	gkcx
𥕹	GMhMhMh.GMMM	gmmm
𥕺	GZsZsZsOdU.GZOU	gzou
𥕻	GMaEaUo.GMEU	gmeu
𥕼	GOdAXFd.GOXF	goxf
𥕽	BJUPdG.BJPG	bjpg
𥕾	GEAKvLd.GEKL	gekl
𥕿	PfKiG.PfKG	pfkg
𥖀	GEdELo.GEEL	geel
𥖁	GUdFdDs.GUFD	gufd
𥖂	GTgXIIXARs.GTAR	gtar
𥖃	GUaZZsZZsZm.GUZZ	guzz
𥖄	GUcTdRo.GUTR	gubr:gutr
𥖅	GFvBdZs.GFBZ	gfbz
𥖆	GXdAE.GXAE	gxae
𥖇	GXbBiJDs.GXJD	gxjd
𥖈	GEUcQd.GEUQ	geuq
𥖉	GKSJKo.GKJK	gkjk
𥖊	GJGJKd.GJJK	gjjk
𥖋	GIiIiIi.GIII	giii
𥖍	VFJKdG.VFKG	vfkg
𥖎	FOsOsFG.FOFG	fofg
𥖏	GZyLo.GZLo	gzlo
𥖐	GYUdGq.GYUG	gyug
𥖑	XmMhGXi.XmGX	xmgx
𥖒	GURyKYa.GUKY	guky
𥖓	GXiJNj.GXJN	gxjn
𥖔	GFHmHm.GFHH	gfhh
𥖕	JNjGXi.JNGX	jngx
𥖖	GXiDYia.GXDY	gxdy
𥖗	BJUQxG.BJQG	bjqg
𥖘	GEcZHm.GEZH	gezh
𥖙	GJCeHm.GJCH	gjch
𥖚	GWoXmZiZi.GWZZ	gwzz
𥖛	GEBm.GEBm	gebm
𥖜	GFFBk.GFFB	gffb
𥖝	GTgUaXk.GTUX	gtux
𥖞	PqXoG.PqXG	pqxg
𥖟	GFvOdW.GFOW	gfow
𥖠	GLkRyI.GLRI	glri
𥖡	ZZm⑦YG.ZZYG	zzyg
𥖢	GEEaZF.GEZF	gezf
𥖣	GEKLdZs.GELZ	gelz
𥖤	GWLj.GWLj	gwlj
𥖥	FRsFWwG.FRWG	frwg
𥖦	GPvWwWzRs.GPWR	gpwr
𥖧	GRrRz.GRRz	grrz
𥖨	GJJJF.GJJF	gjjf
𥖩	GOdALkK.GOLK	golk
𥖪	GENiXs.GENX	genx:ginx
𥖫	BJUXiG.BJXG	bjxg
𥖬	GTdCuQd.GTCQ	gtcq
𥖭	GSYmUdRhNd.GSRN	gsrn
𥖮	GYtYtSOdOdEd.GYOE	gyoe
𥖯	FOsOsFWwG.FOWG	fowg
𥖰	GESJLd.GEJL	gejl
𥖱	GLlSKdLd.GLKL	glkl
𥖲	GBXBiAJDs.GBJD	gbjd
𥖳	FkJQxG.FkQG	fkqg
𥖴	GOdOdOdOdMaEdZi.GOEZ	goez
𥖵	GPvBiXbWz.GPXW	gpxw
𥖶	GWdXmLo.GWXL	gwxl
𥖷	GRGgRrRrBJ.GRBJ	grbj
𥖸	FNjG.FNG	fng
𥖹	PLdG.PLG	plg
𥖺	GXiUcGd.GXUG	gxug
𥖻	GKjZmMo.GKZM	gkzm
𥖼	GIhKiWz.GIKW	gikw
𥖽	GWdNbRyUo.GWRU	gwru
𥖾	GWSULd.GWUL	gwul
𥖿	GBLkLo.GBLL	gbll
𥗀	GEYtYtOdPd.GEOP	geop
𥗁	GMBm.GMBm	gmbm
𥗂	GTgFFMd.GTFM	gtfm
𥗃	GGgJJKB.GGKB	ggkb
𥗄	GHJJJRo.GHJR	ghjr
𥗅	GEdKEdAJUa.GEJU	geju
𥗆	GRK.GRK	grk
𥗇	GBdOdBdOdFk.GBOF	gbof
𥗈	GFFJi.GFFJ	gffj
𥗉	GGGG.GGGG	gggg
𥗊	GIo.GIo	gio
𥗋	GKEaOKv.GKOK	gkok
𥗌	GIhGqKd.GIGK	gigk
𥗍	GMfRyMOdKv.GMOK	gmok
𥗎	GMfGrRrK.GMRK	gmrk
𥗏	GUoUoWwCs.GUWC	guwc
𥗐	GGGG.GGGG	gggg
𥗑	NbWwLdG.NbLG	nblg
𥗒	GSuFLr.GSFL	gsfl
𥗓	GFJYdLo.GFYL	gfyl
𥗔	GEVKARyOd.GERO	gero
𥗕	GEaTiJRrUo.GERU	geru
𥗖	GMCu.GMCu	gmcu
𥗗	GCuSRh.GCSR	gcsr
𥗘	GFFFMd.GFFM	gffm
𥗙	GNbOsYa.GNOY	gnoy
𥗚	BXmQxWzMG.BXMG	bxmg
𥗛	PHmHmG.PHHG	phhg
𥗜	GJJKEdHm.GJEH	gjeh
𥗝	GSJJEbRh.GSER	gser
𥗟	GKEaOS.GKOS	gkos
𥗠	GGgEKLdZsYm.GGZY	ggzy
𥗡	GTgNNiWz.GTNW	gtnw
𥗢	GKuUcTdRo.GKTR	gkbr:gktr
𥗣	BWwAJUaXiG.BWXG	bwxg
𥗤	AJIWwGGG.AJGG	ajgg
𥗥	GMLkHmS.GMHS	gmhs
𥗦	GPMeKB.GPKB	gpkb
𥗧	SJWwGGG.SJGG	sjgg
𥗨	GEKEbRh.GEER	geer
𥗩	GFkZiQxMd.GFQM	gfqm
𥗪	GECdKiKi.GEKK	gekk
𥗫	GLLNi.GLLN	glln
𥗬	GKiKiKiB.GKKB	gkkb
𥗭	GSOdOdFNi.GSFN	gsfn
𥗮	GXdUaZiRo.GXZR	gxzr
𥗯	GSZZmNiAZYdaS.GSYS	gsys
𥗱	SOdOdFNiG.SONG	song
𥗲	GXmJSeG.GXSG	gxsg
𥗳	GWdRsJGo.GWJG	gwjg
𥗴	GLkZNi.GLZN	glzn
𥗵	GNbAZAIdOG.GNOG	gnog
𥗶	MfKNjG.MfNG	mfng
𥗷	GXmBiBiBiBiRh.GXBR	gxbr
𥗸	GNbMLdOsGh.GNOG	gnog
𥗹	GERMf.GERM	germ
𥗺	GEXdFLk.GEFL	gefl
𥗻	GNbAZAIdOS.GNOS	gnos
𥗼	GKiKiKiZ.GKKZ	gkkz
𥗽	GHMLkLr.GHLL	ghll
𥗾	GAJIWwJJEbRh.GAER	gaer
𥗿	GLlLkZNi.GLZN	glzn
𥘀	GKWdJJEbRh.GKER	gker
𥘁	GELkZNi.GEZN	gezn
𥘂	GZsMo.GZMo	gzmo
𥘃	GFvJJJAIAOdOd.GFOO	gfoo
𥘄	GFMaEdZiFWwZiOsSSSSRrPd.GFRP	gfrp
𥘆	WsYda.WsYd	wsyd
𥘇	WsRr.WsRr	wsrr
𥘈	RrBk.RrBk	rrbk
𥘉	WsYd.WsYd	wsyd
𥘊	WsZi.WsZi	wszi
𥘋	WsYm.WsYm	wsym
𥘌	WsQd.WsQd	wsqd
𥘎	WsPd.WsPd	wspd
𥘏	WsAEd.WsAE	wsae
𥘑	WsDs.WsDs	wsds
𥘒	WsHs.WsHs	wshs
𥘓	WsXsS.WsXS	wsxs
𥘔	WsDM.WsDM	wsdm
𥘕	WsBdNd.WsBN	wsbn
𥘖	BkRh.BkRh	bkrh
𥘗	WsK.WsK	wsk
𥘘	WsQS.WsQS	wsqs
𥘙	WsUo.WsUo	wsuo
𥘚	WsWz.WsWz	wswz
𥘛	WsC.WsC	wsc
𥘜	WsYMS.WsMS	wsms
𥘝	WsLd.WsLd	wsld
𥘞	WsOdAX.WsAX	wsax:wssx
𥘟	WsBdZs.WsBZ	wsbz
𥘠	WsEA.WsEA	wsea
𥘡	WsBdZm.WsBZ	wsbz
𥘢	WsAZZs.WsZZ	wszz
𥘣	IiBk.IiBk	iibk
𥘤	WsKoM.WsKM	wskm
𥘥	WsME.WsME	wsme
𥘦	BkMo.BkMo	bkmo
𥘧	WsQyEd.WsQE	wsqe
𥘨	WsRyOd.WsRO	wsro
𥘩	WsRyTd.WsRT	wsrt
𥘪	WsMaEd.WsME	wsme
𥘫	WsAiJ.WsAJ	wsaj
𥘬	WsYzNd.WsYN	wsyn
𥘭	WsSC.WsSC	wssc
𥘮	WsRyJ.WsRJ	wsrj
𥘯	WsAF.WsAF	wsaf
𥘰	WsY.WsY	wsy:wsix
𥘱	AIdNdJRd.AIJR	aijr:akjr
𥘲	AIdNdLc.AINL	ainl:aklc
𥘳	WsAZYdaS.WsYS	wsys
𥘴	WsAUa.WsAU	wsau
𥘵	WsKA.WsKA	wska
𥘶	WsZOYd.WsOY	wsoy:wsyz
𥘷	WsZKoM.WsKM	wskm:wsmz
𥘸	WsSu.WsSu	wssu
𥘹	WsHX.WsHX	wshx
𥘺	WsAIi.WsAI	wsai
𥘻	WsGiA.WsGA	wsga
𥘼	WsOdPd.WsOP	wsop
𥘽	BkUb.BkUb	bkub
𥘾	GdUdBk.GdUB	gdub
𥘿	CoBk.CoBk	cobk
𥙀	WsGdBi.WsGB	wsgb
𥙁	WsMaYi.WsMY	wsmy
𥙂	WsPda.WsPd	wspd
𥙃	WsNk.WsNk	wsnk
𥙄	WsOdKo.WsOK	wsok
𥙅	WsSLi.WsSL	wssl
